Image,IsFace
annotated_data\face\image834.jpg,1.0
annotated_data\face\image835.jpg,1.0
annotated_data\face\image836.jpg,1.0
annotated_data\face\image837.jpg,1.0
annotated_data\face\image838.jpg,1.0
annotated_data\face\image839.jpg,1.0
annotated_data\face\image84.jpg,1.0
annotated_data\face\image840.jpg,1.0
annotated_data\face\image841.jpg,1.0
annotated_data\face\image842.jpg,1.0
annotated_data\face\image843.jpg,1.0
annotated_data\face\image844.jpg,1.0
annotated_data\face\image845.jpg,1.0
annotated_data\face\image846.jpg,1.0
annotated_data\face\image847.jpg,1.0
annotated_data\face\image848.jpg,1.0
annotated_data\face\image849.jpg,1.0
annotated_data\face\image85.jpg,1.0
annotated_data\face\image850.jpg,1.0
annotated_data\face\image851.jpg,1.0
annotated_data\face\image852.jpg,1.0
annotated_data\face\image853.jpg,1.0
annotated_data\face\image854.jpg,1.0
annotated_data\face\image855.jpg,1.0
annotated_data\face\image856.jpg,1.0
annotated_data\face\image857.jpg,1.0
annotated_data\face\image858.jpg,1.0
annotated_data\face\image859.jpg,1.0
annotated_data\face\image86.jpg,1.0
annotated_data\face\image860.jpg,1.0
annotated_data\face\image861.jpg,1.0
annotated_data\face\image862.jpg,1.0
annotated_data\face\image863.jpg,1.0
annotated_data\face\image864.jpg,1.0
annotated_data\face\image865.jpg,1.0
annotated_data\face\image866.jpg,1.0
annotated_data\face\image867.jpg,1.0
annotated_data\face\image868.jpg,1.0
annotated_data\face\image869.jpg,1.0
annotated_data\face\image87.jpg,1.0
annotated_data\face\image870.jpg,1.0
annotated_data\face\image871.jpg,1.0
annotated_data\face\image873.jpg,1.0
annotated_data\face\image874.jpg,1.0
annotated_data\face\image875.jpg,1.0
annotated_data\face\image876.jpg,1.0
annotated_data\face\image877.jpg,1.0
annotated_data\face\image878.jpg,1.0
annotated_data\face\image879.jpg,1.0
annotated_data\face\image88.jpg,1.0
annotated_data\face\image880.jpg,1.0
annotated_data\face\image881.jpg,1.0
annotated_data\face\image882.jpg,1.0
annotated_data\face\image883.jpg,1.0
annotated_data\face\image884.jpg,1.0
annotated_data\face\image885.jpg,1.0
annotated_data\face\image886.jpg,1.0
annotated_data\face\image887.jpg,1.0
annotated_data\face\image888.jpg,1.0
annotated_data\face\image889.jpg,1.0
annotated_data\face\image89.jpg,1.0
annotated_data\face\image890.jpg,1.0
annotated_data\face\image892.jpg,1.0
annotated_data\face\image893.jpg,1.0
annotated_data\face\image894.jpg,1.0
annotated_data\face\image895.jpg,1.0
annotated_data\face\image896.jpg,1.0
annotated_data\face\image897.jpg,1.0
annotated_data\face\image898.jpg,1.0
annotated_data\face\image899.jpg,1.0
annotated_data\face\image9.jpg,1.0
annotated_data\face\image90.jpg,1.0
annotated_data\face\image900.jpg,1.0
annotated_data\face\image901.jpg,1.0
annotated_data\face\image902.jpg,1.0
annotated_data\face\image903.jpg,1.0
annotated_data\face\image904.jpg,1.0
annotated_data\face\image905.jpg,1.0
annotated_data\face\image906.jpg,1.0
annotated_data\face\image907.jpg,1.0
annotated_data\face\image908.jpg,1.0
annotated_data\face\image909.jpg,1.0
annotated_data\face\image91.jpg,1.0
annotated_data\face\image910.jpg,1.0
annotated_data\face\image911.jpg,1.0
annotated_data\face\image912.jpg,1.0
annotated_data\face\image913.jpg,1.0
annotated_data\face\image914.jpg,1.0
annotated_data\face\image915.jpg,1.0
annotated_data\face\image916.jpg,1.0
annotated_data\face\image917.jpg,1.0
annotated_data\face\image918.jpg,1.0
annotated_data\face\image919.jpg,1.0
annotated_data\face\image92.jpg,1.0
annotated_data\face\image920.jpg,1.0
annotated_data\face\image921.jpg,1.0
annotated_data\face\image922.jpg,1.0
annotated_data\face\image923.jpg,1.0
annotated_data\face\image924.jpg,1.0
annotated_data\face\image925.jpg,1.0
annotated_data\face\image926.jpg,1.0
annotated_data\face\image927.jpg,1.0
annotated_data\face\image928.jpg,1.0
annotated_data\face\image929.jpg,1.0
annotated_data\face\image930.jpg,1.0
annotated_data\face\image931.jpg,1.0
annotated_data\face\image932.jpg,1.0
annotated_data\face\image933.jpg,1.0
annotated_data\face\image934.jpg,1.0
annotated_data\face\image935.jpg,1.0
annotated_data\face\image936.jpg,1.0
annotated_data\face\image937.jpg,1.0
annotated_data\face\image938.jpg,1.0
annotated_data\face\image939.jpg,1.0
annotated_data\face\image94.jpg,1.0
annotated_data\face\image940.jpg,1.0
annotated_data\face\image941.jpg,1.0
annotated_data\face\image942.jpg,1.0
annotated_data\face\image943.jpg,1.0
annotated_data\face\image944.jpg,1.0
annotated_data\face\image945.jpg,1.0
annotated_data\face\image946.jpg,1.0
annotated_data\face\image947.jpg,1.0
annotated_data\face\image948.jpg,1.0
annotated_data\face\image949.jpg,1.0
annotated_data\face\image95.jpg,1.0
annotated_data\face\image950.jpg,1.0
annotated_data\face\image951.jpg,1.0
annotated_data\face\image952.jpg,1.0
annotated_data\face\image953.jpg,1.0
annotated_data\face\image954.jpg,1.0
annotated_data\face\image955.jpg,1.0
annotated_data\face\image956.jpg,1.0
annotated_data\face\image957.jpg,1.0
annotated_data\face\image958.jpg,1.0
annotated_data\face\image959.jpg,1.0
annotated_data\face\image96.jpg,1.0
annotated_data\face\image960.jpg,1.0
annotated_data\face\image961.jpg,1.0
annotated_data\face\image962.jpg,1.0
annotated_data\face\image964.jpg,1.0
annotated_data\face\image965.jpg,1.0
annotated_data\face\image966.jpg,1.0
annotated_data\face\image967.jpg,1.0
annotated_data\face\image969.jpg,1.0
annotated_data\face\image97.jpg,1.0
annotated_data\face\image970.jpg,1.0
annotated_data\face\image971.jpg,1.0
annotated_data\face\image972.jpg,1.0
annotated_data\face\image973.jpg,1.0
annotated_data\face\image974.jpg,1.0
annotated_data\face\image975.jpg,1.0
annotated_data\face\image976.jpg,1.0
annotated_data\face\image977.jpg,1.0
annotated_data\face\image978.jpg,1.0
annotated_data\face\image979.jpg,1.0
annotated_data\face\image98.jpg,1.0
annotated_data\face\image980.jpg,1.0
annotated_data\face\image981.jpg,1.0
annotated_data\face\image982.jpg,1.0
annotated_data\face\image983.jpg,1.0
annotated_data\face\image984.jpg,1.0
annotated_data\face\image985.jpg,1.0
annotated_data\face\image986.jpg,1.0
annotated_data\face\image987.jpg,1.0
annotated_data\face\image988.jpg,1.0
annotated_data\face\image989.jpg,1.0
annotated_data\face\image99.jpg,1.0
annotated_data\face\image990.jpg,1.0
annotated_data\face\image991.jpg,1.0
annotated_data\face\image992.jpg,1.0
annotated_data\face\image993.jpg,1.0
annotated_data\face\image994.jpg,1.0
annotated_data\face\image995.jpg,1.0
annotated_data\face\image996.jpg,1.0
annotated_data\face\image997.jpg,1.0
annotated_data\face\image998.jpg,1.0
annotated_data\face\image999.jpg,1.0
annotated_data\Non_face\image0.jpg,0.0
annotated_data\Non_face\image1.jpg,0.0
annotated_data\Non_face\image10.jpg,0.0
annotated_data\Non_face\image100.jpg,0.0
annotated_data\Non_face\image1000.jpg,0.0
annotated_data\Non_face\image1001.jpg,0.0
annotated_data\Non_face\image1002.jpg,0.0
annotated_data\Non_face\image1003.jpg,0.0
annotated_data\Non_face\image1004.jpg,0.0
annotated_data\Non_face\image1005.jpg,0.0
annotated_data\Non_face\image1006.jpg,0.0
annotated_data\Non_face\image1007.jpg,0.0
annotated_data\Non_face\image1008.jpg,0.0
annotated_data\Non_face\image1009.jpg,0.0
annotated_data\Non_face\image101.jpg,0.0
annotated_data\Non_face\image1010.jpg,0.0
annotated_data\Non_face\image1011.jpg,0.0
annotated_data\Non_face\image1012.jpg,0.0
annotated_data\Non_face\image1013.jpg,0.0
annotated_data\Non_face\image1014.jpg,0.0
annotated_data\Non_face\image1015.jpg,0.0
annotated_data\Non_face\image1016.jpg,0.0
annotated_data\Non_face\image1017.jpg,0.0
annotated_data\Non_face\image1018.jpg,0.0
annotated_data\Non_face\image1019.jpg,0.0
annotated_data\Non_face\image102.jpg,0.0
annotated_data\Non_face\image1020.jpg,0.0
annotated_data\Non_face\image103.jpg,0.0
annotated_data\Non_face\image104.jpg,0.0
annotated_data\Non_face\image105.jpg,0.0
annotated_data\Non_face\image106.jpg,0.0
annotated_data\Non_face\image107.jpg,0.0
annotated_data\Non_face\image108.jpg,0.0
annotated_data\Non_face\image109.jpg,0.0
annotated_data\Non_face\image11.jpg,0.0
annotated_data\Non_face\image110.jpg,0.0
annotated_data\Non_face\image111.jpg,0.0
annotated_data\Non_face\image112.jpg,0.0
annotated_data\Non_face\image113.jpg,0.0
annotated_data\Non_face\image114.jpg,0.0
annotated_data\Non_face\image115.jpg,0.0
annotated_data\Non_face\image116.jpg,0.0
annotated_data\Non_face\image117.jpg,0.0
annotated_data\Non_face\image118.jpg,0.0
annotated_data\Non_face\image119.jpg,0.0
annotated_data\Non_face\image12.jpg,0.0
annotated_data\Non_face\image120.jpg,0.0
annotated_data\Non_face\image121.jpg,0.0
annotated_data\Non_face\image122.jpg,0.0
annotated_data\Non_face\image123.jpg,0.0
annotated_data\Non_face\image124.jpg,0.0
annotated_data\Non_face\image125.jpg,0.0
annotated_data\Non_face\image126.jpg,0.0
annotated_data\Non_face\image127.jpg,0.0
annotated_data\Non_face\image128.jpg,0.0
annotated_data\Non_face\image129.jpg,0.0
annotated_data\Non_face\image13.jpg,0.0
annotated_data\Non_face\image130.jpg,0.0
annotated_data\Non_face\image131.jpg,0.0
annotated_data\Non_face\image132.jpg,0.0
annotated_data\Non_face\image133.jpg,0.0
annotated_data\Non_face\image134.jpg,0.0
annotated_data\Non_face\image135.jpg,0.0
annotated_data\Non_face\image136.jpg,0.0
annotated_data\Non_face\image137.jpg,0.0
annotated_data\Non_face\image138.jpg,0.0
annotated_data\Non_face\image139.jpg,0.0
annotated_data\Non_face\image14.jpg,0.0
annotated_data\Non_face\image140.jpg,0.0
annotated_data\Non_face\image141.jpg,0.0
annotated_data\Non_face\image142.jpg,0.0
annotated_data\Non_face\image143.jpg,0.0
annotated_data\Non_face\image144.jpg,0.0
annotated_data\Non_face\image145.jpg,0.0
annotated_data\Non_face\image146.jpg,0.0
annotated_data\Non_face\image147.jpg,0.0
annotated_data\Non_face\image148.jpg,0.0
annotated_data\Non_face\image149.jpg,0.0
annotated_data\Non_face\image15.jpg,0.0
annotated_data\Non_face\image150.jpg,0.0
annotated_data\Non_face\image151.jpg,0.0
annotated_data\Non_face\image152.jpg,0.0
annotated_data\Non_face\image153.jpg,0.0
annotated_data\Non_face\image154.jpg,0.0
annotated_data\Non_face\image155.jpg,0.0
annotated_data\Non_face\image156.jpg,0.0
annotated_data\Non_face\image157.jpg,0.0
annotated_data\Non_face\image158.jpg,0.0
annotated_data\Non_face\image159.jpg,0.0
annotated_data\Non_face\image16.jpg,0.0
annotated_data\Non_face\image160.jpg,0.0
annotated_data\Non_face\image161.jpg,0.0
annotated_data\Non_face\image162.jpg,0.0
annotated_data\Non_face\image163.jpg,0.0
annotated_data\Non_face\image164.jpg,0.0
annotated_data\Non_face\image165.jpg,0.0
annotated_data\Non_face\image166.jpg,0.0
annotated_data\Non_face\image167.jpg,0.0
annotated_data\Non_face\image168.jpg,0.0
annotated_data\Non_face\image169.jpg,0.0
annotated_data\Non_face\image17.jpg,0.0
annotated_data\Non_face\image170.jpg,0.0
annotated_data\Non_face\image171.jpg,0.0
annotated_data\Non_face\image172.jpg,0.0
annotated_data\Non_face\image173.jpg,0.0
annotated_data\Non_face\image174.jpg,0.0
annotated_data\Non_face\image175.jpg,0.0
annotated_data\Non_face\image176.jpg,0.0
annotated_data\Non_face\image177.jpg,0.0
annotated_data\Non_face\image178.jpg,0.0
annotated_data\Non_face\image179.jpg,0.0
annotated_data\Non_face\image18.jpg,0.0
annotated_data\Non_face\image180.jpg,0.0
annotated_data\Non_face\image181.jpg,0.0
annotated_data\Non_face\image182.jpg,0.0
annotated_data\Non_face\image183.jpg,0.0
annotated_data\Non_face\image184.jpg,0.0
annotated_data\Non_face\image185.jpg,0.0
annotated_data\Non_face\image186.jpg,0.0
annotated_data\Non_face\image187.jpg,0.0
annotated_data\Non_face\image188.jpg,0.0
annotated_data\Non_face\image189.jpg,0.0
annotated_data\Non_face\image19.jpg,0.0
annotated_data\Non_face\image190.jpg,0.0
annotated_data\Non_face\image191.jpg,0.0
annotated_data\Non_face\image192.jpg,0.0
annotated_data\Non_face\image193.jpg,0.0
annotated_data\Non_face\image194.jpg,0.0
annotated_data\Non_face\image195.jpg,0.0
annotated_data\Non_face\image196.jpg,0.0
annotated_data\Non_face\image197.jpg,0.0
annotated_data\Non_face\image198.jpg,0.0
annotated_data\Non_face\image199.jpg,0.0
annotated_data\Non_face\image2.jpg,0.0
annotated_data\Non_face\image20.jpg,0.0
annotated_data\Non_face\image200.jpg,0.0
annotated_data\Non_face\image201.jpg,0.0
annotated_data\Non_face\image202.jpg,0.0
annotated_data\Non_face\image203.jpg,0.0
annotated_data\Non_face\image204.jpg,0.0
annotated_data\Non_face\image205.jpg,0.0
annotated_data\Non_face\image206.jpg,0.0
annotated_data\Non_face\image207.jpg,0.0
annotated_data\Non_face\image208.jpg,0.0
annotated_data\Non_face\image209.jpg,0.0
annotated_data\Non_face\image21.jpg,0.0
annotated_data\Non_face\image210.jpg,0.0
annotated_data\Non_face\image211.jpg,0.0
annotated_data\Non_face\image212.jpg,0.0
annotated_data\Non_face\image213.jpg,0.0
annotated_data\Non_face\image214.jpg,0.0
annotated_data\Non_face\image215.jpg,0.0
annotated_data\Non_face\image216.jpg,0.0
annotated_data\Non_face\image217.jpg,0.0
annotated_data\Non_face\image218.jpg,0.0
annotated_data\Non_face\image219.jpg,0.0
annotated_data\Non_face\image22.jpg,0.0
annotated_data\Non_face\image220.jpg,0.0
annotated_data\Non_face\image221.jpg,0.0
annotated_data\Non_face\image222.jpg,0.0
annotated_data\Non_face\image223.jpg,0.0
annotated_data\Non_face\image224.jpg,0.0
annotated_data\Non_face\image225.jpg,0.0
annotated_data\Non_face\image226.jpg,0.0
annotated_data\Non_face\image227.jpg,0.0
annotated_data\Non_face\image228.jpg,0.0
annotated_data\Non_face\image229.jpg,0.0
annotated_data\Non_face\image23.jpg,0.0
annotated_data\Non_face\image230.jpg,0.0
annotated_data\Non_face\image231.jpg,0.0
annotated_data\Non_face\image232.jpg,0.0
annotated_data\Non_face\image233.jpg,0.0
annotated_data\Non_face\image234.jpg,0.0
annotated_data\Non_face\image235.jpg,0.0
annotated_data\Non_face\image236.jpg,0.0
annotated_data\Non_face\image237.jpg,0.0
annotated_data\Non_face\image238.jpg,0.0
annotated_data\Non_face\image239.jpg,0.0
annotated_data\Non_face\image24.jpg,0.0
annotated_data\Non_face\image240.jpg,0.0
annotated_data\Non_face\image241.jpg,0.0
annotated_data\Non_face\image242.jpg,0.0
annotated_data\Non_face\image243.jpg,0.0
annotated_data\Non_face\image244.jpg,0.0
annotated_data\Non_face\image245.jpg,0.0
annotated_data\Non_face\image246.jpg,0.0
annotated_data\Non_face\image247.jpg,0.0
annotated_data\Non_face\image248.jpg,0.0
annotated_data\Non_face\image249.jpg,0.0
annotated_data\Non_face\image25.jpg,0.0
annotated_data\Non_face\image250.jpg,0.0
annotated_data\Non_face\image251.jpg,0.0
annotated_data\Non_face\image252.jpg,0.0
annotated_data\Non_face\image253.jpg,0.0
annotated_data\Non_face\image254.jpg,0.0
annotated_data\Non_face\image255.jpg,0.0
annotated_data\Non_face\image256.jpg,0.0
annotated_data\Non_face\image257.jpg,0.0
annotated_data\Non_face\image258.jpg,0.0
annotated_data\Non_face\image259.jpg,0.0
annotated_data\Non_face\image26.jpg,0.0
annotated_data\Non_face\image260.jpg,0.0
annotated_data\Non_face\image261.jpg,0.0
annotated_data\Non_face\image262.jpg,0.0
annotated_data\Non_face\image263.jpg,0.0
annotated_data\Non_face\image264.jpg,0.0
annotated_data\Non_face\image265.jpg,0.0
annotated_data\Non_face\image266.jpg,0.0
annotated_data\Non_face\image267.jpg,0.0
annotated_data\Non_face\image268.jpg,0.0
annotated_data\Non_face\image269.jpg,0.0
annotated_data\Non_face\image27.jpg,0.0
annotated_data\Non_face\image270.jpg,0.0
annotated_data\Non_face\image271.jpg,0.0
annotated_data\Non_face\image272.jpg,0.0
annotated_data\Non_face\image273.jpg,0.0
annotated_data\Non_face\image274.jpg,0.0
annotated_data\Non_face\image275.jpg,0.0
annotated_data\Non_face\image276.jpg,0.0
annotated_data\Non_face\image277.jpg,0.0
annotated_data\Non_face\image278.jpg,0.0
annotated_data\Non_face\image279.jpg,0.0
annotated_data\Non_face\image28.jpg,0.0
annotated_data\Non_face\image280.jpg,0.0
annotated_data\Non_face\image281.jpg,0.0
annotated_data\Non_face\image282.jpg,0.0
annotated_data\Non_face\image283.jpg,0.0
annotated_data\Non_face\image284.jpg,0.0
annotated_data\Non_face\image285.jpg,0.0
annotated_data\Non_face\image286.jpg,0.0
annotated_data\Non_face\image287.jpg,0.0
annotated_data\Non_face\image288.jpg,0.0
annotated_data\Non_face\image289.jpg,0.0
annotated_data\Non_face\image29.jpg,0.0
annotated_data\Non_face\image290.jpg,0.0
annotated_data\Non_face\image291.jpg,0.0
annotated_data\Non_face\image292.jpg,0.0
annotated_data\Non_face\image293.jpg,0.0
annotated_data\Non_face\image294.jpg,0.0
annotated_data\Non_face\image295.jpg,0.0
annotated_data\Non_face\image296.jpg,0.0
annotated_data\Non_face\image297.jpg,0.0
annotated_data\Non_face\image298.jpg,0.0
annotated_data\Non_face\image299.jpg,0.0
annotated_data\Non_face\image3.jpg,0.0
annotated_data\Non_face\image30.jpg,0.0
annotated_data\Non_face\image300.jpg,0.0
annotated_data\Non_face\image301.jpg,0.0
annotated_data\Non_face\image302.jpg,0.0
annotated_data\Non_face\image303.jpg,0.0
annotated_data\Non_face\image304.jpg,0.0
annotated_data\Non_face\image305.jpg,0.0
annotated_data\Non_face\image306.jpg,0.0
annotated_data\Non_face\image307.jpg,0.0
annotated_data\Non_face\image308.jpg,0.0
annotated_data\Non_face\image309.jpg,0.0
annotated_data\Non_face\image31.jpg,0.0
annotated_data\Non_face\image310.jpg,0.0
annotated_data\Non_face\image311.jpg,0.0
annotated_data\Non_face\image312.jpg,0.0
annotated_data\Non_face\image313.jpg,0.0
annotated_data\Non_face\image314.jpg,0.0
annotated_data\Non_face\image315.jpg,0.0
annotated_data\Non_face\image316.jpg,0.0
annotated_data\Non_face\image317.jpg,0.0
annotated_data\Non_face\image318.jpg,0.0
annotated_data\Non_face\image319.jpg,0.0
annotated_data\Non_face\image32.jpg,0.0
annotated_data\Non_face\image320.jpg,0.0
annotated_data\Non_face\image321.jpg,0.0
annotated_data\Non_face\image322.jpg,0.0
annotated_data\Non_face\image323.jpg,0.0
annotated_data\Non_face\image324.jpg,0.0
annotated_data\Non_face\image325.jpg,0.0
annotated_data\Non_face\image326.jpg,0.0
annotated_data\Non_face\image327.jpg,0.0
annotated_data\Non_face\image328.jpg,0.0
annotated_data\Non_face\image329.jpg,0.0
annotated_data\Non_face\image33.jpg,0.0
annotated_data\Non_face\image330.jpg,0.0
annotated_data\Non_face\image331.jpg,0.0
annotated_data\Non_face\image332.jpg,0.0
annotated_data\Non_face\image333.jpg,0.0
annotated_data\Non_face\image334.jpg,0.0
annotated_data\Non_face\image335.jpg,0.0
annotated_data\Non_face\image336.jpg,0.0
annotated_data\Non_face\image337.jpg,0.0
annotated_data\Non_face\image338.jpg,0.0
annotated_data\Non_face\image339.jpg,0.0
annotated_data\Non_face\image34.jpg,0.0
annotated_data\Non_face\image340.jpg,0.0
annotated_data\Non_face\image341.jpg,0.0
annotated_data\Non_face\image342.jpg,0.0
annotated_data\Non_face\image343.jpg,0.0
annotated_data\Non_face\image344.jpg,0.0
annotated_data\Non_face\image345.jpg,0.0
annotated_data\Non_face\image346.jpg,0.0
annotated_data\Non_face\image347.jpg,0.0
annotated_data\Non_face\image348.jpg,0.0
annotated_data\Non_face\image349.jpg,0.0
annotated_data\Non_face\image35.jpg,0.0
annotated_data\Non_face\image350.jpg,0.0
annotated_data\Non_face\image351.jpg,0.0
annotated_data\Non_face\image352.jpg,0.0
annotated_data\Non_face\image353.jpg,0.0
annotated_data\Non_face\image354.jpg,0.0
annotated_data\Non_face\image355.jpg,0.0
annotated_data\Non_face\image356.jpg,0.0
annotated_data\Non_face\image357.jpg,0.0
annotated_data\Non_face\image358.jpg,0.0
annotated_data\Non_face\image359.jpg,0.0
annotated_data\Non_face\image36.jpg,0.0
annotated_data\Non_face\image360.jpg,0.0
annotated_data\Non_face\image361.jpg,0.0
annotated_data\Non_face\image362.jpg,0.0
annotated_data\Non_face\image363.jpg,0.0
annotated_data\Non_face\image364.jpg,0.0
annotated_data\Non_face\image365.jpg,0.0
annotated_data\Non_face\image366.jpg,0.0
annotated_data\Non_face\image367.jpg,0.0
annotated_data\Non_face\image368.jpg,0.0
annotated_data\Non_face\image369.jpg,0.0
annotated_data\Non_face\image37.jpg,0.0
annotated_data\Non_face\image370.jpg,0.0
annotated_data\Non_face\image371.jpg,0.0
annotated_data\Non_face\image372.jpg,0.0
annotated_data\Non_face\image373.jpg,0.0
annotated_data\Non_face\image374.jpg,0.0
annotated_data\Non_face\image375.jpg,0.0
annotated_data\Non_face\image376.jpg,0.0
annotated_data\Non_face\image377.jpg,0.0
annotated_data\Non_face\image378.jpg,0.0
annotated_data\Non_face\image379.jpg,0.0
annotated_data\Non_face\image38.jpg,0.0
annotated_data\Non_face\image380.jpg,0.0
annotated_data\Non_face\image381.jpg,0.0
annotated_data\Non_face\image382.jpg,0.0
annotated_data\Non_face\image383.jpg,0.0
annotated_data\Non_face\image384.jpg,0.0
annotated_data\Non_face\image385.jpg,0.0
annotated_data\Non_face\image386.jpg,0.0
annotated_data\Non_face\image387.jpg,0.0
annotated_data\Non_face\image388.jpg,0.0
annotated_data\Non_face\image389.jpg,0.0
annotated_data\Non_face\image39.jpg,0.0
annotated_data\Non_face\image390.jpg,0.0
annotated_data\Non_face\image391.jpg,0.0
annotated_data\Non_face\image392.jpg,0.0
annotated_data\Non_face\image393.jpg,0.0
annotated_data\Non_face\image394.jpg,0.0
annotated_data\Non_face\image395.jpg,0.0
annotated_data\Non_face\image396.jpg,0.0
annotated_data\Non_face\image397.jpg,0.0
annotated_data\Non_face\image398.jpg,0.0
annotated_data\Non_face\image399.jpg,0.0
annotated_data\Non_face\image4.jpg,0.0
annotated_data\Non_face\image40.jpg,0.0
annotated_data\Non_face\image400.jpg,0.0
annotated_data\Non_face\image401.jpg,0.0
annotated_data\Non_face\image402.jpg,0.0
annotated_data\Non_face\image403.jpg,0.0
annotated_data\Non_face\image404.jpg,0.0
annotated_data\Non_face\image405.jpg,0.0
annotated_data\Non_face\image406.jpg,0.0
annotated_data\Non_face\image407.jpg,0.0
annotated_data\Non_face\image408.jpg,0.0
annotated_data\Non_face\image409.jpg,0.0
annotated_data\Non_face\image41.jpg,0.0
annotated_data\Non_face\image410.jpg,0.0
annotated_data\Non_face\image411.jpg,0.0
annotated_data\Non_face\image412.jpg,0.0
annotated_data\Non_face\image413.jpg,0.0
annotated_data\Non_face\image414.jpg,0.0
annotated_data\Non_face\image415.jpg,0.0
annotated_data\Non_face\image416.jpg,0.0
annotated_data\Non_face\image417.jpg,0.0
annotated_data\Non_face\image418.jpg,0.0
annotated_data\Non_face\image419.jpg,0.0
annotated_data\Non_face\image42.jpg,0.0
annotated_data\Non_face\image420.jpg,0.0
annotated_data\Non_face\image421.jpg,0.0
annotated_data\Non_face\image422.jpg,0.0
annotated_data\Non_face\image423.jpg,0.0
annotated_data\Non_face\image424.jpg,0.0
annotated_data\Non_face\image425.jpg,0.0
annotated_data\Non_face\image426.jpg,0.0
annotated_data\Non_face\image427.jpg,0.0
annotated_data\Non_face\image428.jpg,0.0
annotated_data\Non_face\image429.jpg,0.0
annotated_data\Non_face\image43.jpg,0.0
annotated_data\Non_face\image430.jpg,0.0
annotated_data\Non_face\image431.jpg,0.0
annotated_data\Non_face\image432.jpg,0.0
annotated_data\Non_face\image433.jpg,0.0
annotated_data\Non_face\image434.jpg,0.0
annotated_data\Non_face\image435.jpg,0.0
annotated_data\Non_face\image436.jpg,0.0
annotated_data\Non_face\image437.jpg,0.0
annotated_data\Non_face\image438.jpg,0.0
annotated_data\Non_face\image439.jpg,0.0
annotated_data\Non_face\image44.jpg,0.0
annotated_data\Non_face\image440.jpg,0.0
annotated_data\Non_face\image441.jpg,0.0
annotated_data\Non_face\image442.jpg,0.0
annotated_data\Non_face\image443.jpg,0.0
annotated_data\Non_face\image444.jpg,0.0
annotated_data\Non_face\image445.jpg,0.0
annotated_data\Non_face\image446.jpg,0.0
annotated_data\Non_face\image447.jpg,0.0
annotated_data\Non_face\image448.jpg,0.0
annotated_data\Non_face\image449.jpg,0.0
annotated_data\Non_face\image45.jpg,0.0
annotated_data\Non_face\image450.jpg,0.0
annotated_data\Non_face\image451.jpg,0.0
annotated_data\Non_face\image452.jpg,0.0
annotated_data\Non_face\image453.jpg,0.0
annotated_data\Non_face\image454.jpg,0.0
annotated_data\Non_face\image455.jpg,0.0
annotated_data\Non_face\image456.jpg,0.0
annotated_data\Non_face\image457.jpg,0.0
annotated_data\Non_face\image458.jpg,0.0
annotated_data\Non_face\image459.jpg,0.0
annotated_data\Non_face\image46.jpg,0.0
annotated_data\Non_face\image460.jpg,0.0
annotated_data\Non_face\image461.jpg,0.0
annotated_data\Non_face\image462.jpg,0.0
annotated_data\Non_face\image463.jpg,0.0
annotated_data\Non_face\image464.jpg,0.0
annotated_data\Non_face\image465.jpg,0.0
annotated_data\Non_face\image466.jpg,0.0
annotated_data\Non_face\image467.jpg,0.0
annotated_data\Non_face\image468.jpg,0.0
annotated_data\Non_face\image469.jpg,0.0
annotated_data\Non_face\image47.jpg,0.0
annotated_data\Non_face\image470.jpg,0.0
annotated_data\Non_face\image471.jpg,0.0
annotated_data\Non_face\image472.jpg,0.0
annotated_data\Non_face\image473.jpg,0.0
annotated_data\Non_face\image474.jpg,0.0
annotated_data\Non_face\image475.jpg,0.0
annotated_data\Non_face\image476.jpg,0.0
annotated_data\Non_face\image477.jpg,0.0
annotated_data\Non_face\image478.jpg,0.0
annotated_data\Non_face\image479.jpg,0.0
annotated_data\Non_face\image48.jpg,0.0
annotated_data\Non_face\image480.jpg,0.0
annotated_data\Non_face\image481.jpg,0.0
annotated_data\Non_face\image482.jpg,0.0
annotated_data\Non_face\image483.jpg,0.0
annotated_data\Non_face\image484.jpg,0.0
annotated_data\Non_face\image485.jpg,0.0
annotated_data\Non_face\image486.jpg,0.0
annotated_data\Non_face\image487.jpg,0.0
annotated_data\Non_face\image488.jpg,0.0
annotated_data\Non_face\image489.jpg,0.0
annotated_data\Non_face\image49.jpg,0.0
annotated_data\Non_face\image490.jpg,0.0
annotated_data\Non_face\image491.jpg,0.0
annotated_data\Non_face\image492.jpg,0.0
annotated_data\Non_face\image493.jpg,0.0
annotated_data\Non_face\image494.jpg,0.0
annotated_data\Non_face\image495.jpg,0.0
annotated_data\Non_face\image496.jpg,0.0
annotated_data\Non_face\image497.jpg,0.0
annotated_data\Non_face\image498.jpg,0.0
annotated_data\Non_face\image499.jpg,0.0
annotated_data\Non_face\image5.jpg,0.0
annotated_data\Non_face\image50.jpg,0.0
annotated_data\Non_face\image500.jpg,0.0
annotated_data\Non_face\image501.jpg,0.0
annotated_data\Non_face\image502.jpg,0.0
annotated_data\Non_face\image503.jpg,0.0
annotated_data\Non_face\image504.jpg,0.0
annotated_data\Non_face\image505.jpg,0.0
annotated_data\Non_face\image506.jpg,0.0
annotated_data\Non_face\image507.jpg,0.0
annotated_data\Non_face\image508.jpg,0.0
annotated_data\Non_face\image509.jpg,0.0
annotated_data\Non_face\image51.jpg,0.0
annotated_data\Non_face\image510.jpg,0.0
annotated_data\Non_face\image511.jpg,0.0
